R,G,B,H,S,L,Brightness,Target
93.0,179.0,174.0,176.51,0.36,0.53,152.72,Medium
30.0,,66.0,,,,,
2.0,91.0,,,,,,
255.0,152.0,95.0,21.37,1.0,0.69,176.3,Bad
96.0,192.0,75.0,109.23,0.48,0.52,149.96,Medium
16.0,94.0,100.0,184.29,0.72,0.23,71.36,Medium
88.0,1.0,224.0,263.41,0.99,0.44,52.44,Good
80.0,37.0,233.0,253.16,0.82,0.53,72.2,Good
,123.0,,,,,,
53.0,166.0,225.0,200.58,0.74,0.55,138.94,Good
21.0,143.0,77.0,147.54,0.74,0.32,99.0,Medium
141.0,253.0,46.0,92.46,0.98,0.59,195.91,Medium
245.0,176.0,153.0,15.0,0.82,0.78,194.01,Good
11.0,85.0,138.0,205.04,0.85,0.29,68.92,Medium
206.0,161.0,112.0,31.28,0.49,0.62,168.87,Medium
98.0,167.0,,,,,,
70.0,113.0,35.0,93.08,0.53,0.29,91.25,Medium
35.0,29.0,42.0,267.69,0.18,0.14,32.28,Bad
229.0,117.0,81.0,14.59,0.74,0.61,146.38,Bad
,33.0,245.0,,,,,
190.0,99.0,30.0,25.88,0.73,0.43,118.34,Bad
11.0,38.0,183.0,230.58,0.89,0.38,46.46,Medium
73.0,113.0,63.0,108.0,0.28,0.35,95.34,Medium
231.0,133.0,165.0,340.41,0.67,0.71,165.95,Bad
239.0,181.0,59.0,40.67,0.85,0.58,184.43,Medium
162.0,148.0,145.0,10.59,0.08,0.6,151.84,Medium
12.0,238.0,211.0,172.83,0.9,0.49,167.35,Medium
106.0,,124.0,,,,,
19.0,231.0,35.0,124.53,0.85,0.49,145.27,Medium
217.0,144.0,130.0,9.66,0.53,0.68,164.23,Bad
86.0,104.0,187.0,229.31,0.43,0.54,108.08,Good
81.0,220.0,83.0,120.86,0.67,0.59,162.82,Medium
41.0,184.0,118.0,152.31,0.64,0.44,133.72,Medium
137.0,168.0,9.0,71.7,0.9,0.35,140.61,Medium
112.0,82.0,,,,,,
195.0,145.0,221.0,279.47,0.53,0.72,168.61,Good
172.0,108.0,254.0,266.3,0.99,0.71,143.78,Good
201.0,204.0,109.0,61.89,0.48,0.61,192.27,Medium
197.0,156.0,51.0,43.15,0.59,0.49,156.29,Medium
127.0,69.0,30.0,24.12,0.62,0.31,81.9,Bad
222.0,181.0,112.0,37.64,0.62,0.65,185.39,Medium
105.0,18.0,87.0,312.41,0.71,0.24,51.88,Medium
244.0,85.0,208.0,313.58,0.88,0.65,146.56,Medium
,68.0,192.0,,,,,
45.0,83.0,231.0,227.74,0.79,0.54,88.51,Good
161.0,36.0,34.0,0.94,0.65,0.38,73.15,Bad
231.0,106.0,167.0,330.72,0.72,0.66,150.33,Bad
194.0,136.0,176.0,318.62,0.32,0.65,157.9,Medium
36.0,51.0,235.0,235.48,0.83,0.53,67.49,Good
186.0,67.0,162.0,312.1,0.47,0.5,113.41,Medium
40.0,169.0,76.0,136.74,0.62,0.41,119.83,Medium
49.0,202.0,14.0,108.83,0.87,0.42,134.82,Medium
159.0,104.0,83.0,16.58,0.31,0.47,118.05,Bad
39.0,224.0,123.0,147.24,0.75,0.52,157.17,Medium
0.0,15.0,6.0,144.0,1.0,0.03,9.49,Bad
215.0,15.0,8.0,2.03,0.93,0.44,74.0,Bad
79.0,5.0,109.0,282.69,0.91,0.22,38.98,Medium
137.0,46.0,222.0,271.02,0.73,0.53,93.27,Good
149.0,98.0,52.0,28.45,0.48,0.39,108.0,Bad
211.0,177.0,225.0,282.5,0.44,0.79,192.64,Good
40.0,23.0,201.0,245.73,0.79,0.44,48.38,Good
118.0,126.0,76.0,69.6,0.25,0.4,117.91,Medium
65.0,39.0,161.0,252.79,0.61,0.39,60.68,Medium
9.0,112.0,27.0,130.49,0.85,0.24,71.51,Medium
150.0,225.0,140.0,112.94,0.59,0.72,192.88,Medium
,67.0,225.0,,,,,
60.0,16.0,71.0,288.0,0.63,0.17,35.43,Medium
34.0,66.0,50.0,150.0,0.32,0.2,54.61,Medium
136.0,220.0,,,,,,
,155.0,238.0,,,,,
90.0,15.0,,,,,,
35.0,172.0,181.0,183.7,0.68,0.42,132.06,Good
165.0,226.0,97.0,88.37,0.69,0.63,193.06,Medium
247.0,18.0,134.0,329.61,0.93,0.52,99.69,Medium
98.0,31.0,97.0,300.9,0.52,0.25,58.56,Medium
83.0,173.0,93.0,126.67,0.35,0.5,136.97,Medium
130.0,206.0,160.0,143.68,0.44,0.66,178.03,Medium
51.0,56.0,151.0,237.0,0.5,0.4,65.33,Medium
30.0,46.0,231.0,235.22,0.81,0.51,62.31,Good
101.0,39.0,168.0,268.84,0.62,0.41,72.24,Good
2.0,28.0,40.0,198.95,0.9,0.08,21.59,Bad
46.0,181.0,41.0,117.86,0.63,0.44,124.68,Medium
75.0,58.0,234.0,245.8,0.81,0.57,83.15,Good
98.0,202.0,251.0,199.22,0.95,0.68,176.49,Good
96.0,38.0,123.0,280.94,0.53,0.32,65.03,Medium
173.0,116.0,230.0,270.0,0.7,0.68,146.04,Good
101.0,106.0,166.0,235.38,0.27,0.52,111.34,Good
22.0,130.0,36.0,127.78,0.71,0.3,86.99,Medium
89.0,238.0,164.0,150.2,0.81,0.64,185.01,Medium
6.0,9.0,21.0,228.0,0.56,0.05,9.47,Bad
38.0,210.0,107.0,144.07,0.69,0.49,146.83,Medium
9.0,42.0,12.0,125.45,0.65,0.1,28.71,Bad
40.0,,74.0,,,,,
6.0,25.0,143.0,231.68,0.92,0.29,32.77,Medium
93.0,63.0,203.0,252.86,0.57,0.52,87.93,Good
69.0,,10.0,,,,,
31.0,116.0,109.0,175.06,0.58,0.29,89.79,Medium
121.0,183.0,223.0,203.53,0.61,0.67,169.02,Good
45.0,162.0,203.0,195.57,0.64,0.49,131.69,Good
239.0,128.0,227.0,306.49,0.78,0.72,172.47,Medium
254.0,61.0,108.0,345.39,0.99,0.62,124.06,Bad
31.0,23.0,244.0,242.17,0.91,0.52,50.59,Good
120.0,12.0,3.0,4.62,0.95,0.24,43.27,Bad
77.0,161.0,213.0,202.94,0.62,0.57,141.81,Good
98.0,29.0,206.0,263.39,0.75,0.46,69.81,Good
205.0,143.0,215.0,291.67,0.47,0.7,169.75,Good
199.0,6.0,106.0,328.91,0.94,0.4,75.11,Medium
197.0,238.0,58.0,73.67,0.84,0.58,205.22,Medium
203.0,234.0,148.0,81.63,0.67,0.75,214.93,Medium
0.0,186.0,187.0,180.32,1.0,0.37,130.5,Medium
3.0,130.0,255.0,209.76,1.0,0.51,106.28,Good
,204.0,142.0,,,,,
69.0,6.0,117.0,274.05,0.9,0.24,37.49,Medium
112.0,,214.0,,,,,
194.0,76.0,215.0,290.94,0.63,0.57,127.13,Good
164.0,245.0,112.0,96.54,0.87,0.7,205.62,Medium
85.0,30.0,85.0,300.0,0.48,0.23,52.71,Medium
117.0,111.0,157.0,247.83,0.19,0.53,118.04,Good
220.0,13.0,81.0,340.29,0.89,0.46,82.64,Bad
99.0,116.0,95.0,108.57,0.1,0.41,108.52,Medium
179.0,10.0,42.0,348.64,0.89,0.37,64.18,Bad
254.0,53.0,116.0,341.19,0.99,0.6,120.28,Bad
12.0,172.0,87.0,148.12,0.87,0.36,114.47,Medium
193.0,132.0,30.0,37.55,0.73,0.44,138.61,Medium
117.0,75.0,8.0,36.88,0.87,0.25,79.92,Medium
217.0,215.0,65.0,59.21,0.67,0.55,198.5,Medium
2.0,221.0,113.0,150.41,0.98,0.44,143.21,Medium
184.0,184.0,52.0,60.0,0.56,0.46,168.95,Medium
201.0,180.0,229.0,265.71,0.49,0.8,191.86,Good
52.0,7.0,,,,,,
114.0,27.0,92.0,315.17,0.62,0.28,60.42,Medium
20.0,47.0,235.0,232.47,0.84,0.5,60.36,Good
81.0,174.0,181.0,184.2,0.4,0.51,146.99,Good
11.0,42.0,185.0,229.31,0.89,0.38,49.03,Medium
160.0,74.0,14.0,24.66,0.84,0.34,92.87,Bad
41.0,90.0,206.0,222.18,0.67,0.48,88.57,Good
168.0,205.0,56.0,74.9,0.6,0.51,176.95,Medium
237.0,13.0,,,,,,
169.0,179.0,198.0,219.31,0.2,0.72,178.18,Good
13.0,74.0,173.0,217.12,0.86,0.36,67.05,Medium
,153.0,21.0,,,,,
42.0,,230.0,,,,,
235.0,66.0,183.0,318.46,0.81,0.59,129.87,Medium
152.0,113.0,118.0,352.31,0.16,0.52,125.23,Bad
241.0,123.0,,,,,,
108.0,250.0,105.0,118.76,0.94,0.7,191.01,Medium
106.0,225.0,115.0,124.54,0.66,0.65,176.88,Medium
247.0,10.0,173.0,318.73,0.94,0.5,99.44,Medium
20.0,15.0,91.0,243.95,0.72,0.21,25.16,Medium
177.0,0.0,178.0,299.66,1.0,0.35,73.22,Medium
202.0,113.0,55.0,23.67,0.58,0.5,133.0,Bad
52.0,223.0,9.0,107.94,0.92,0.45,147.47,Medium
81.0,199.0,180.0,170.34,0.51,0.55,161.55,Medium
157.0,248.0,41.0,86.38,0.94,0.57,197.19,Medium
134.0,234.0,89.0,101.38,0.78,0.63,187.57,Medium
142.0,126.0,170.0,261.82,0.21,0.58,135.8,Good
73.0,152.0,216.0,206.85,0.65,0.57,135.67,Good
170.0,202.0,240.0,212.57,0.7,0.8,196.76,Good
215.0,165.0,1.0,45.98,0.99,0.42,161.25,Medium
98.0,137.0,70.0,94.93,0.32,0.41,117.7,Medium
252.0,66.0,40.0,7.36,0.97,0.57,118.65,Bad
204.0,99.0,137.0,338.29,0.51,0.59,134.73,Bad
142.0,42.0,117.0,315.0,0.54,0.36,80.45,Medium
113.0,219.0,33.0,94.19,0.74,0.49,166.1,Medium
196.0,31.0,,,,,,
39.0,170.0,115.0,154.81,0.63,0.41,124.56,Medium
193.0,74.0,123.0,335.29,0.49,0.52,115.17,Bad
181.0,83.0,58.0,12.2,0.51,0.47,109.45,Bad
190.0,247.0,164.0,101.2,0.84,0.81,220.5,Good
,128.0,,,,,,
106.0,156.0,133.0,152.4,0.2,0.51,138.43,Medium
125.0,179.0,152.0,150.0,0.26,0.6,159.78,Medium
101.0,110.0,22.0,66.14,0.67,0.26,97.28,Medium
148.0,231.0,228.0,177.83,0.63,0.74,205.84,Medium
247.0,103.0,1.0,24.88,0.99,0.49,134.43,Bad
62.0,208.0,189.0,172.19,0.61,0.53,162.18,Medium
154.0,3.0,128.0,310.33,0.96,0.31,62.4,Medium
29.0,140.0,33.0,122.16,0.66,0.33,94.61,Medium
90.0,239.0,90.0,120.0,0.82,0.65,177.46,Medium
49.0,116.0,162.0,204.42,0.54,0.41,101.21,Good
121.0,175.0,204.0,200.96,0.45,0.64,162.16,Good
226.0,89.0,218.0,303.5,0.7,0.62,144.67,Medium
217.0,39.0,150.0,322.58,0.7,0.5,104.88,Medium
,,18.0,,,,,
,247.0,144.0,,,,,
193.0,162.0,200.0,288.95,0.26,0.71,175.6,Good
255.0,80.0,,,,,,
226.0,162.0,110.0,26.9,0.67,0.66,175.21,Bad
8.0,204.0,161.0,166.84,0.92,0.42,140.49,Medium
72.0,249.0,160.0,149.83,0.94,0.63,185.93,Medium
6.0,109.0,246.0,214.25,0.95,0.49,93.82,Good
132.0,177.0,221.0,209.66,0.57,0.69,168.56,Good
246.0,69.0,133.0,338.31,0.91,0.62,129.22,Bad
204.0,,39.0,,,,,
249.0,22.0,89.0,342.29,0.95,0.53,97.51,Bad
83.0,112.0,99.0,153.1,0.15,0.38,101.85,Medium
155.0,190.0,163.0,133.71,0.21,0.68,176.46,Medium
243.0,15.0,17.0,359.47,0.9,0.51,83.4,Bad
167.0,227.0,84.0,85.17,0.72,0.61,192.76,Medium
143.0,3.0,124.0,308.14,0.96,0.29,58.65,Medium
18.0,178.0,217.0,191.76,0.85,0.46,134.61,Good
58.0,63.0,101.0,233.02,0.27,0.31,65.84,Medium
213.0,32.0,239.0,292.46,0.87,0.53,109.72,Good
,189.0,176.0,,,,,
8.0,140.0,239.0,205.71,0.94,0.48,111.82,Good
103.0,113.0,145.0,225.71,0.17,0.49,113.66,Good
66.0,,160.0,,,,,
196.0,,87.0,,,,,
231.0,147.0,226.0,303.57,0.64,0.74,181.12,Medium
37.0,155.0,179.0,190.14,0.66,0.42,122.45,Good
207.0,73.0,125.0,336.72,0.58,0.55,118.99,Bad
178.0,247.0,133.0,96.32,0.88,0.75,213.37,Medium
76.0,114.0,223.0,224.49,0.7,0.59,115.06,Good
210.0,27.0,194.0,305.25,0.77,0.46,100.75,Medium
224.0,,225.0,,,,,
107.0,95.0,71.0,40.0,0.2,0.35,95.85,Medium
228.0,229.0,170.0,61.02,0.53,0.78,221.97,Good
151.0,230.0,64.0,88.55,0.77,0.58,187.45,Medium
214.0,179.0,182.0,354.86,0.3,0.77,189.81,Good
141.0,138.0,199.0,242.95,0.35,0.66,145.85,Good
,168.0,221.0,,,,,
65.0,226.0,247.0,186.92,0.92,0.61,180.25,Good
49.0,227.0,131.0,147.64,0.76,0.54,162.83,Medium
145.0,21.0,81.0,330.97,0.75,0.33,64.92,Bad
,14.0,232.0,,,,,
98.0,149.0,129.0,156.47,0.21,0.48,131.47,Medium
176.0,17.0,164.0,304.53,0.82,0.38,81.3,Medium
64.0,173.0,78.0,127.71,0.46,0.46,129.58,Medium
243.0,227.0,33.0,55.43,0.9,0.54,209.67,Medium
131.0,26.0,,,,,,
56.0,141.0,205.0,205.77,0.6,0.51,122.88,Good
230.0,98.0,151.0,335.91,0.73,0.64,143.51,Bad
216.0,9.0,215.0,300.29,0.92,0.44,94.38,Medium
221.0,147.0,128.0,12.26,0.58,0.68,166.96,Bad
2.0,110.0,190.0,205.53,0.98,0.38,86.83,Medium
13.0,251.0,44.0,127.82,0.97,0.52,156.24,Medium
210.0,79.0,,,,,,
47.0,129.0,,,,,,
207.0,217.0,199.0,93.33,0.19,0.82,211.96,Good
56.0,,32.0,,,,,
163.0,87.0,113.0,339.47,0.3,0.49,112.69,Bad
2.0,243.0,,,,,,
66.0,101.0,,,,,,
158.0,96.0,207.0,273.51,0.54,0.59,127.19,Good
54.0,64.0,15.0,72.24,0.62,0.15,55.42,Medium
25.0,227.0,239.0,183.36,0.87,0.52,167.97,Good
20.0,73.0,135.0,212.35,0.74,0.3,64.22,Medium
128.0,122.0,105.0,44.35,0.1,0.46,121.86,Medium
228.0,246.0,160.0,72.56,0.83,0.8,230.81,Good
249.0,219.0,93.0,48.46,0.93,0.67,213.61,Medium
202.0,214.0,158.0,72.86,0.41,0.73,204.03,Medium
,32.0,228.0,,,,,
92.0,25.0,68.0,321.49,0.57,0.23,49.94,Medium
163.0,122.0,228.0,263.21,0.66,0.69,146.34,Good
150.0,9.0,254.0,274.53,0.99,0.52,79.09,Good
234.0,76.0,86.0,356.2,0.79,0.61,124.38,Bad
143.0,30.0,254.0,270.27,0.99,0.56,89.32,Good
207.0,173.0,242.0,269.57,0.73,0.81,191.03,Good
62.0,200.0,143.0,155.22,0.56,0.51,152.24,Medium
242.0,153.0,59.0,30.82,0.88,0.59,168.89,Medium
146.0,228.0,193.0,154.39,0.6,0.73,199.49,Medium
41.0,224.0,202.0,172.79,0.75,0.52,166.78,Medium
142.0,,19.0,,,,,
46.0,190.0,21.0,111.12,0.8,0.41,127.68,Medium
125.0,177.0,196.0,196.06,0.38,0.63,163.62,Good
255.0,74.0,134.0,340.11,1.0,0.65,134.96,Bad
125.0,153.0,78.0,82.4,0.32,0.45,136.08,Medium
132.0,44.0,178.0,279.4,0.6,0.44,85.59,Good
74.0,203.0,237.0,192.52,0.82,0.61,168.3,Good
20.0,49.0,164.0,227.92,0.78,0.36,53.44,Medium
166.0,59.0,125.0,322.99,0.48,0.44,98.52,Medium
255.0,101.0,86.0,5.33,1.0,0.67,145.34,Bad
179.0,,194.0,,,,,
77.0,5.0,28.0,340.83,0.88,0.16,29.15,Medium
251.0,191.0,227.0,324.0,0.88,0.87,213.04,Good
140.0,228.0,45.0,88.85,0.77,0.54,180.83,Medium
86.0,81.0,226.0,242.07,0.71,0.6,99.02,Good
133.0,19.0,106.0,314.21,0.75,0.3,63.0,Medium
88.0,,168.0,,,,,
188.0,107.0,29.0,29.43,0.73,0.43,122.33,Bad
17.0,183.0,99.0,149.64,0.83,0.39,123.79,Medium
,25.0,,,,,,
239.0,115.0,191.0,323.23,0.79,0.69,160.74,Medium
173.0,95.0,,,,,,
39.0,241.0,140.0,150.0,0.88,0.55,169.09,Medium
241.0,17.0,198.0,311.52,0.89,0.51,104.61,Medium
131.0,75.0,192.0,268.72,0.48,0.52,105.08,Good
22.0,230.0,8.0,116.22,0.93,0.47,142.5,Medium
163.0,15.0,40.0,349.86,0.83,0.35,62.1,Bad
135.0,51.0,227.0,268.64,0.76,0.55,96.18,Good
249.0,246.0,145.0,58.27,0.9,0.77,235.38,Good
230.0,180.0,118.0,33.21,0.69,0.68,187.88,Medium
84.0,33.0,132.0,270.91,0.6,0.32,59.53,Medium
46.0,83.0,158.0,220.18,0.55,0.4,80.49,Medium
169.0,217.0,92.0,83.04,0.62,0.61,188.4,Medium
5.0,229.0,11.0,121.61,0.96,0.46,137.17,Medium
128.0,206.0,56.0,91.2,0.6,0.51,165.58,Medium
105.0,205.0,73.0,105.45,0.57,0.55,160.05,Medium
26.0,210.0,203.0,177.72,0.78,0.46,154.19,Medium
115.0,32.0,23.0,5.87,0.67,0.27,55.79,Bad
151.0,208.0,169.0,138.95,0.38,0.7,186.51,Medium
160.0,131.0,40.0,45.5,0.6,0.39,129.3,Medium
29.0,177.0,243.0,198.5,0.9,0.53,140.27,Good
49.0,194.0,167.0,168.83,0.6,0.48,147.57,Medium
91.0,171.0,,,,,,
45.0,211.0,132.0,151.45,0.65,0.5,152.36,Medium
25.0,187.0,189.0,180.73,0.77,0.42,138.79,Good
25.0,49.0,87.0,216.77,0.55,0.22,46.16,Medium
185.0,181.0,17.0,58.57,0.83,0.4,163.5,Medium
113.0,24.0,192.0,271.79,0.78,0.42,69.76,Good
126.0,47.0,233.0,265.48,0.81,0.55,91.83,Good
77.0,134.0,73.0,116.07,0.29,0.41,110.0,Medium
193.0,172.0,106.0,45.52,0.41,0.59,170.75,Medium
237.0,192.0,242.0,294.0,0.66,0.85,211.16,Good
240.0,233.0,54.0,57.74,0.86,0.58,214.69,Medium
220.0,118.0,191.0,317.06,0.59,0.66,156.82,Medium
76.0,26.0,204.0,256.85,0.77,0.45,61.24,Good
25.0,6.0,85.0,254.43,0.87,0.18,20.69,Medium
56.0,193.0,133.0,153.72,0.55,0.49,145.2,Medium
33.0,191.0,181.0,176.2,0.71,0.44,142.62,Medium
2.0,252.0,,,,,,
251.0,2.0,139.0,326.99,0.98,0.5,92.07,Medium
58.0,162.0,214.0,200.0,0.66,0.53,136.83,Good
62.0,183.0,199.0,187.01,0.55,0.51,148.64,Good
132.0,179.0,128.0,115.29,0.25,0.6,159.13,Medium
17.0,212.0,13.0,118.79,0.88,0.44,131.01,Medium
93.0,247.0,61.0,109.68,0.92,0.6,179.75,Medium
97.0,82.0,105.0,279.13,0.12,0.37,89.11,Medium
58.0,113.0,,,,,,
52.0,154.0,,,,,,
94.0,79.0,101.0,280.91,0.12,0.35,85.99,Medium
121.0,159.0,130.0,134.21,0.17,0.55,144.33,Medium
159.0,128.0,61.0,41.02,0.45,0.43,129.63,Medium
190.0,67.0,164.0,312.68,0.49,0.5,114.83,Medium
82.0,94.0,33.0,71.8,0.48,0.25,83.46,Medium
121.0,198.0,147.0,140.26,0.4,0.63,169.16,Medium
74.0,218.0,237.0,186.99,0.82,0.61,177.11,Good
10.0,5.0,179.0,241.72,0.95,0.36,26.33,Medium
34.0,25.0,252.0,242.38,0.97,0.54,53.57,Good
8.0,43.0,106.0,218.57,0.86,0.22,39.72,Medium
160.0,229.0,27.0,80.5,0.8,0.5,185.34,Medium
237.0,29.0,45.0,355.38,0.85,0.52,93.02,Bad
96.0,76.0,230.0,247.79,0.75,0.6,99.54,Good
65.0,56.0,1.0,51.56,0.97,0.13,52.42,Bad
15.0,162.0,,,,,,
240.0,40.0,90.0,345.0,0.87,0.55,105.5,Bad
189.0,3.0,95.0,330.32,0.97,0.38,69.1,Bad
160.0,203.0,29.0,74.83,0.75,0.45,170.31,Medium
200.0,201.0,124.0,60.78,0.42,0.64,191.92,Medium
198.0,192.0,34.0,57.8,0.71,0.45,175.78,Medium
49.0,242.0,241.0,179.69,0.88,0.57,184.18,Medium
11.0,42.0,117.0,222.45,0.83,0.25,41.28,Medium
18.0,32.0,97.0,229.37,0.69,0.23,35.22,Medium
254.0,46.0,245.0,302.6,0.99,0.59,130.88,Medium
113.0,138.0,183.0,218.57,0.33,0.58,135.66,Good
33.0,78.0,120.0,208.97,0.57,0.3,69.33,Medium
157.0,212.0,115.0,94.02,0.53,0.64,184.5,Medium
235.0,190.0,217.0,324.0,0.53,0.83,206.53,Good
84.0,251.0,254.0,181.06,0.99,0.66,201.41,Good
150.0,151.0,248.0,239.39,0.87,0.78,161.76,Good
254.0,33.0,247.0,301.9,0.99,0.56,123.47,Medium
124.0,196.0,226.0,197.65,0.64,0.69,177.89,Good
210.0,229.0,140.0,72.81,0.63,0.72,213.17,Medium
184.0,,51.0,,,,,
143.0,228.0,221.0,175.06,0.61,0.73,201.79,Medium
94.0,19.0,119.0,285.0,0.72,0.27,52.83,Medium
186.0,187.0,137.0,61.2,0.27,0.64,181.0,Medium
170.0,239.0,254.0,190.71,0.98,0.83,220.08,Good
136.0,28.0,157.0,290.23,0.7,0.36,75.0,Medium
17.0,205.0,82.0,140.74,0.85,0.44,134.77,Medium
10.0,62.0,7.0,116.73,0.8,0.14,40.18,Bad
218.0,46.0,173.0,315.7,0.7,0.52,111.91,Medium
209.0,29.0,7.0,6.53,0.94,0.42,80.31,Bad
114.0,61.0,184.0,265.85,0.5,0.48,90.87,Good
162.0,72.0,118.0,329.33,0.38,0.46,104.15,Medium
26.0,216.0,113.0,147.47,0.79,0.47,147.45,Medium
,153.0,175.0,,,,,
227.0,158.0,18.0,40.19,0.85,0.48,162.67,Medium
51.0,112.0,254.0,221.97,0.99,0.6,109.95,Good
29.0,32.0,90.0,237.05,0.51,0.23,37.71,Medium
42.0,232.0,111.0,141.79,0.81,0.54,161.4,Medium
234.0,120.0,55.0,21.79,0.81,0.57,146.68,Bad
112.0,141.0,128.0,153.1,0.11,0.5,130.85,Medium
249.0,128.0,59.0,21.79,0.94,0.6,156.31,Bad
83.0,58.0,56.0,4.44,0.19,0.27,65.25,Bad
80.0,149.0,53.0,103.12,0.48,0.4,117.42,Medium
135.0,218.0,25.0,85.8,0.79,0.48,171.18,Medium
92.0,139.0,29.0,85.64,0.65,0.33,112.41,Medium
80.0,159.0,128.0,156.46,0.33,0.47,131.84,Medium
149.0,2.0,172.0,291.88,0.98,0.34,65.33,Medium
244.0,242.0,15.0,59.48,0.91,0.51,216.72,Medium
102.0,192.0,63.0,101.86,0.51,0.5,150.38,Medium
187.0,197.0,,,,,,
53.0,143.0,107.0,156.0,0.46,0.38,111.99,Medium
22.0,109.0,25.0,122.07,0.66,0.26,73.41,Medium
61.0,151.0,184.0,196.1,0.5,0.48,127.85,Good
86.0,51.0,250.0,250.55,0.95,0.59,84.15,Good
230.0,87.0,93.0,357.48,0.74,0.62,130.44,Bad
67.0,158.0,72.0,123.3,0.4,0.44,120.99,Medium
68.0,28.0,162.0,257.91,0.71,0.37,55.24,Medium
176.0,165.0,228.0,250.48,0.54,0.77,175.47,Good
241.0,143.0,145.0,358.78,0.78,0.75,172.53,Bad
253.0,139.0,28.0,29.6,0.98,0.55,160.43,Bad
58.0,145.0,179.0,196.86,0.51,0.46,122.86,Good
17.0,34.0,127.0,230.73,0.76,0.28,39.52,Medium
85.0,174.0,113.0,138.88,0.35,0.51,140.44,Medium
77.0,232.0,248.0,185.61,0.92,0.64,187.48,Good
196.0,115.0,175.0,315.56,0.41,0.61,146.06,Medium
239.0,255.0,4.0,63.82,1.0,0.51,221.6,Medium
157.0,25.0,253.0,274.74,0.98,0.55,90.46,Good
143.0,100.0,232.0,259.55,0.74,0.65,127.91,Good
47.0,54.0,113.0,233.64,0.41,0.31,58.63,Medium
151.0,109.0,122.0,341.43,0.17,0.51,123.04,Bad
131.0,179.0,205.0,201.08,0.43,0.66,167.61,Good
231.0,89.0,33.0,16.97,0.8,0.52,125.07,Bad
252.0,94.0,95.0,359.62,0.96,0.68,141.36,Bad
59.0,244.0,220.0,172.22,0.89,0.59,185.95,Medium
,110.0,151.0,,,,,
56.0,160.0,177.0,188.43,0.52,0.46,130.84,Good
130.0,242.0,219.0,167.68,0.81,0.73,205.89,Medium
9.0,34.0,46.0,199.46,0.67,0.11,27.89,Bad
122.0,147.0,109.0,99.47,0.15,0.5,135.19,Medium
153.0,137.0,187.0,259.2,0.27,0.64,147.48,Good
48.0,127.0,167.0,200.17,0.55,0.42,107.94,Good
136.0,14.0,167.0,287.84,0.85,0.35,67.92,Medium
8.0,144.0,240.0,204.83,0.94,0.49,114.28,Good
128.0,245.0,,,,,,
123.0,35.0,187.0,274.74,0.68,0.44,78.64,Good
96.0,239.0,149.0,142.24,0.82,0.66,185.98,Medium
23.0,111.0,187.0,207.8,0.78,0.41,93.35,Good
97.0,175.0,199.0,194.12,0.48,0.58,154.41,Good
253.0,86.0,,,,,,
128.0,56.0,,,,,,
254.0,104.0,88.0,5.78,0.99,0.67,147.03,Bad
40.0,71.0,53.0,145.16,0.28,0.22,59.68,Medium
,104.0,74.0,,,,,
197.0,155.0,174.0,332.86,0.27,0.69,169.72,Bad
17.0,180.0,207.0,188.53,0.85,0.44,134.34,Good
204.0,170.0,18.0,49.03,0.84,0.44,162.84,Medium
157.0,235.0,101.0,94.93,0.77,0.66,196.4,Medium
160.0,253.0,96.0,95.54,0.98,0.68,207.29,Medium
85.0,42.0,233.0,253.51,0.81,0.54,76.63,Good
115.0,214.0,79.0,104.0,0.62,0.57,169.01,Medium
164.0,58.0,251.0,272.95,0.96,0.61,111.7,Good
239.0,68.0,110.0,345.26,0.84,0.6,123.92,Bad
7.0,141.0,224.0,202.95,0.94,0.45,110.4,Good
104.0,91.0,14.0,51.33,0.76,0.23,86.11,Medium
50.0,17.0,57.0,289.5,0.54,0.15,31.43,Medium
52.0,4.0,65.0,287.21,0.88,0.14,25.31,Bad
176.0,83.0,83.0,0.0,0.37,0.51,110.81,Bad
13.0,122.0,52.0,141.47,0.81,0.26,81.43,Medium
85.0,176.0,129.0,149.01,0.37,0.51,143.43,Medium
87.0,91.0,31.0,64.0,0.49,0.24,82.96,Medium
169.0,190.0,129.0,80.66,0.32,0.63,176.77,Medium
109.0,165.0,4.0,80.87,0.95,0.33,129.9,Medium
144.0,,,,,,,
172.0,55.0,118.0,327.69,0.52,0.45,97.16,Medium
144.0,205.0,232.0,198.41,0.66,0.74,189.84,Good
233.0,147.0,219.0,309.77,0.66,0.75,180.92,Medium
128.0,46.0,28.0,10.8,0.64,0.31,68.47,Bad
92.0,168.0,227.0,206.22,0.71,0.63,152.0,Good
32.0,136.0,222.0,207.16,0.75,0.5,114.71,Good
199.0,91.0,139.0,333.33,0.49,0.57,128.76,Bad
249.0,252.0,138.0,61.58,0.95,0.76,238.11,Good
174.0,125.0,187.0,287.42,0.31,0.61,146.72,Good
0.0,132.0,64.0,149.09,1.0,0.26,84.78,Medium
215.0,163.0,87.0,35.62,0.62,0.59,169.88,Medium
187.0,83.0,179.0,304.62,0.43,0.53,125.04,Medium
82.0,192.0,180.0,173.45,0.47,0.54,157.74,Medium
115.0,214.0,147.0,139.39,0.55,0.65,176.76,Medium
211.0,165.0,242.0,275.84,0.75,0.8,187.53,Good
105.0,228.0,109.0,121.95,0.69,0.65,177.66,Medium
64.0,180.0,149.0,163.97,0.48,0.48,141.78,Medium
113.0,228.0,194.0,162.26,0.68,0.67,189.74,Medium
