R,G,B,H,S,L,Brightness,Target
,193.0,63.0,,,,,
6.0,150.0,91.0,155.42,0.92,0.31,100.22,Medium
237.0,34.0,129.0,331.92,0.85,0.53,105.53,Bad
249.0,215.0,92.0,47.01,0.93,0.67,211.14,Medium
131.0,244.0,99.0,106.76,0.87,0.67,193.68,Medium
210.0,,195.0,,,,,
179.0,1.0,132.0,315.84,0.99,0.35,69.16,Medium
130.0,228.0,78.0,99.2,0.74,0.6,181.6,Medium
198.0,206.0,75.0,63.66,0.57,0.55,188.67,Medium
244.0,240.0,186.0,55.86,0.73,0.84,235.04,Good
233.0,138.0,205.0,317.68,0.68,0.73,174.04,Medium
97.0,240.0,3.0,96.2,0.98,0.48,170.22,Medium
186.0,246.0,67.0,80.11,0.91,0.61,207.65,Medium
198.0,216.0,126.0,72.0,0.54,0.67,200.36,Medium
81.0,17.0,125.0,275.56,0.76,0.28,48.45,Medium
192.0,125.0,6.0,38.39,0.94,0.39,131.47,Medium
186.0,246.0,234.0,168.0,0.77,0.85,226.69,Good
207.0,244.0,255.0,193.75,1.0,0.91,234.19,Good
161.0,248.0,200.0,146.9,0.86,0.8,216.51,Good
,156.0,222.0,,,,,
124.0,115.0,224.0,244.95,0.64,0.66,130.12,Good
6.0,178.0,252.0,198.05,0.98,0.51,135.01,Good
102.0,,180.0,,,,,
41.0,83.0,127.0,210.7,0.51,0.33,75.46,Medium
131.0,166.0,219.0,216.14,0.55,0.69,161.58,Good
226.0,26.0,255.0,292.4,1.0,0.55,111.91,Good
70.0,40.0,124.0,261.43,0.51,0.32,58.55,Medium
0.0,245.0,,,,,,
179.0,236.0,85.0,82.65,0.8,0.63,201.74,Medium
216.0,12.0,102.0,333.53,0.89,0.45,83.26,Bad
92.0,173.0,80.0,112.26,0.37,0.5,138.18,Medium
,178.0,41.0,,,,,
166.0,40.0,41.0,359.52,0.61,0.4,77.79,Bad
20.0,54.0,232.0,230.38,0.84,0.49,64.13,Good
181.0,221.0,75.0,76.44,0.68,0.58,192.4,Medium
220.0,98.0,16.0,24.12,0.86,0.46,125.13,Bad
51.0,,66.0,,,,,
,93.0,138.0,,,,,
33.0,90.0,191.0,218.35,0.71,0.44,84.47,Good
240.0,151.0,35.0,33.95,0.87,0.54,164.39,Medium
153.0,160.0,107.0,67.92,0.22,0.52,151.86,Medium
71.0,183.0,255.0,203.48,1.0,0.64,157.72,Good
86.0,234.0,141.0,142.3,0.78,0.63,179.15,Medium
175.0,95.0,13.0,30.37,0.86,0.37,109.57,Medium
82.0,189.0,85.0,121.68,0.45,0.53,145.15,Medium
74.0,103.0,5.0,77.76,0.91,0.21,83.16,Medium
,103.0,243.0,,,,,
60.0,,145.0,,,,,
94.0,131.0,128.0,175.14,0.16,0.44,119.59,Medium
190.0,210.0,140.0,77.14,0.44,0.69,196.04,Medium
174.0,97.0,106.0,352.99,0.32,0.53,121.05,Bad
225.0,167.0,95.0,33.23,0.68,0.63,176.13,Medium
142.0,41.0,7.0,15.11,0.91,0.29,67.32,Bad
155.0,127.0,35.0,46.0,0.63,0.37,124.88,Medium
244.0,207.0,17.0,50.22,0.91,0.51,196.4,Medium
97.0,133.0,,,,,,
74.0,138.0,40.0,99.18,0.55,0.35,107.69,Medium
,107.0,90.0,,,,,
92.0,247.0,129.0,134.32,0.91,0.66,187.2,Medium
202.0,50.0,34.0,5.71,0.71,0.46,93.62,Bad
94.0,47.0,237.0,254.84,0.84,0.56,82.71,Good
,90.0,49.0,,,,,
110.0,90.0,,,,,,
,241.0,248.0,,,,,
225.0,,225.0,,,,,
252.0,76.0,89.0,355.57,0.97,0.64,130.11,Bad
116.0,101.0,87.0,28.97,0.14,0.4,103.89,Bad
203.0,24.0,86.0,339.22,0.79,0.45,84.59,Bad
222.0,68.0,116.0,341.3,0.7,0.57,119.52,Bad
24.0,139.0,152.0,186.09,0.73,0.35,106.1,Medium
227.0,233.0,21.0,61.7,0.83,0.5,207.04,Medium
69.0,178.0,154.0,166.79,0.44,0.48,142.67,Medium
67.0,64.0,215.0,241.19,0.65,0.55,82.11,Good
131.0,,94.0,,,,,
249.0,23.0,171.0,320.71,0.95,0.53,107.45,Medium
13.0,13.0,97.0,240.0,0.76,0.22,22.58,Medium
50.0,166.0,161.0,177.41,0.54,0.42,130.75,Medium
53.0,178.0,127.0,155.52,0.54,0.45,134.81,Medium
124.0,63.0,81.0,342.3,0.33,0.37,83.29,Bad
229.0,158.0,102.0,26.46,0.71,0.65,172.84,Bad
54.0,183.0,161.0,169.77,0.54,0.46,141.92,Medium
157.0,229.0,213.0,166.67,0.58,0.76,205.65,Good
201.0,3.0,223.0,294.0,0.97,0.44,87.28,Good
193.0,123.0,245.0,274.43,0.86,0.72,157.84,Good
183.0,9.0,234.0,286.4,0.93,0.48,86.68,Good
174.0,38.0,18.0,7.69,0.81,0.38,76.38,Bad
198.0,2.0,185.0,303.98,0.98,0.39,81.47,Medium
137.0,117.0,10.0,50.55,0.86,0.29,110.78,Medium
59.0,99.0,23.0,91.58,0.62,0.24,78.38,Medium
225.0,215.0,212.0,13.85,0.18,0.86,217.65,Good
52.0,38.0,157.0,247.06,0.61,0.38,55.75,Medium
134.0,58.0,233.0,266.06,0.8,0.57,100.67,Good
181.0,208.0,78.0,72.46,0.58,0.56,185.11,Medium
,188.0,234.0,,,,,
217.0,,206.0,,,,,
209.0,116.0,101.0,8.33,0.54,0.61,142.1,Bad
190.0,136.0,238.0,271.76,0.75,0.73,163.77,Good
,239.0,45.0,,,,,
236.0,36.0,248.0,296.6,0.94,0.56,119.97,Good
101.0,182.0,170.0,171.11,0.36,0.55,156.41,Medium
79.0,48.0,187.0,253.38,0.59,0.46,73.11,Good
124.0,42.0,242.0,264.6,0.88,0.56,89.32,Good
63.0,165.0,72.0,125.29,0.45,0.45,123.9,Medium
168.0,187.0,144.0,86.51,0.24,0.65,176.42,Medium
248.0,24.0,192.0,315.0,0.94,0.53,110.13,Medium
209.0,183.0,168.0,21.95,0.31,0.74,189.06,Bad
227.0,78.0,184.0,317.32,0.73,0.6,134.63,Medium
245.0,21.0,234.0,302.95,0.92,0.52,112.26,Medium
181.0,88.0,110.0,345.81,0.39,0.53,118.32,Bad
47.0,10.0,32.0,324.32,0.65,0.11,23.57,Bad
234.0,25.0,62.0,349.38,0.83,0.51,91.71,Bad
127.0,50.0,157.0,283.18,0.52,0.41,85.22,Good
22.0,74.0,89.0,193.43,0.6,0.22,60.16,Medium
,234.0,179.0,,,,,
165.0,32.0,76.0,340.15,0.68,0.39,76.78,Bad
158.0,26.0,155.0,301.36,0.72,0.36,80.17,Medium
66.0,1.0,184.0,261.31,0.99,0.36,41.3,Medium
69.0,117.0,99.0,157.5,0.26,0.36,100.6,Medium
31.0,240.0,185.0,164.21,0.87,0.53,171.24,Medium
164.0,229.0,125.0,97.5,0.67,0.69,197.71,Medium
105.0,134.0,,,,,,
90.0,123.0,71.0,98.08,0.27,0.38,107.2,Medium
162.0,249.0,244.0,176.55,0.88,0.81,222.42,Good
79.0,35.0,,,,,,
,25.0,33.0,,,,,
227.0,131.0,12.0,33.21,0.9,0.47,146.14,Medium
14.0,194.0,251.0,194.43,0.97,0.52,146.68,Good
210.0,70.0,187.0,309.86,0.61,0.55,125.2,Medium
150.0,158.0,179.0,223.45,0.16,0.65,158.0,Good
35.0,68.0,21.0,102.13,0.53,0.17,52.77,Medium
170.0,231.0,121.0,93.27,0.7,0.69,200.22,Medium
,,165.0,,,,,
209.0,135.0,88.0,23.31,0.57,0.58,151.77,Bad
181.0,242.0,200.0,138.69,0.7,0.83,218.97,Good
52.0,201.0,124.0,148.99,0.59,0.5,147.67,Medium
67.0,173.0,156.0,170.38,0.44,0.47,139.37,Medium
114.0,12.0,,,,,,
194.0,187.0,55.0,56.98,0.56,0.49,174.04,Medium
,103.0,108.0,,,,,
208.0,210.0,29.0,60.66,0.76,0.47,188.77,Medium
104.0,137.0,70.0,89.55,0.32,0.41,119.5,Medium
208.0,145.0,146.0,359.05,0.4,0.69,163.95,Bad
,169.0,72.0,,,,,
83.0,203.0,236.0,192.94,0.8,0.63,170.88,Good
243.0,106.0,26.0,22.12,0.9,0.53,137.84,Bad
57.0,56.0,224.0,240.36,0.73,0.55,75.45,Good
16.0,130.0,148.0,188.18,0.8,0.32,97.97,Medium
10.0,50.0,171.0,225.09,0.89,0.35,51.83,Medium
195.0,64.0,207.0,294.97,0.6,0.53,119.47,Good
21.0,231.0,229.0,179.43,0.83,0.49,167.98,Medium
73.0,5.0,32.0,336.18,0.87,0.15,28.41,Medium
39.0,78.0,105.0,204.55,0.46,0.28,69.42,Medium
212.0,196.0,72.0,53.14,0.62,0.56,186.65,Medium
12.0,50.0,163.0,224.9,0.86,0.34,51.52,Medium
181.0,97.0,169.0,308.57,0.36,0.55,130.32,Medium
232.0,149.0,140.0,5.87,0.67,0.73,172.79,Bad
240.0,204.0,230.0,316.67,0.55,0.87,217.73,Good
115.0,164.0,184.0,197.39,0.33,0.59,151.63,Good
54.0,49.0,214.0,241.82,0.67,0.52,69.31,Good
14.0,236.0,202.0,170.81,0.89,0.49,165.75,Medium
213.0,45.0,55.0,356.43,0.67,0.51,96.37,Bad
222.0,169.0,79.0,37.76,0.68,0.59,174.59,Medium
134.0,7.0,,,,,,
,50.0,27.0,,,,,
211.0,180.0,72.0,46.62,0.61,0.55,176.96,Medium
236.0,51.0,192.0,314.27,0.83,0.56,122.39,Medium
65.0,22.0,57.0,311.16,0.49,0.17,38.85,Medium
215.0,87.0,25.0,19.58,0.79,0.47,118.2,Bad
18.0,62.0,163.0,221.79,0.8,0.35,60.36,Medium
209.0,178.0,165.0,17.73,0.32,0.73,185.79,Bad
12.0,208.0,58.0,134.08,0.89,0.43,132.3,Medium
211.0,,69.0,,,,,
170.0,221.0,72.0,80.54,0.69,0.57,188.77,Medium
9.0,87.0,124.0,199.3,0.86,0.26,67.9,Medium
52.0,215.0,4.0,106.35,0.96,0.43,142.21,Medium
8.0,,234.0,,,,,
175.0,115.0,239.0,269.03,0.79,0.69,147.08,Good
125.0,,206.0,,,,,
37.0,213.0,173.0,166.36,0.7,0.49,155.82,Medium
64.0,161.0,216.0,201.71,0.66,0.55,138.27,Good
197.0,5.0,247.0,287.6,0.96,0.49,90.0,Good
125.0,151.0,105.0,93.91,0.18,0.5,137.98,Medium
185.0,132.0,149.0,340.75,0.27,0.62,149.78,Bad
113.0,41.0,173.0,272.73,0.62,0.42,77.58,Good
195.0,113.0,33.0,29.63,0.71,0.45,128.4,Bad
97.0,117.0,161.0,221.25,0.25,0.51,116.04,Good
75.0,49.0,,,,,,
109.0,,29.0,,,,,
134.0,7.0,69.0,330.71,0.9,0.28,52.04,Bad
197.0,250.0,233.0,160.75,0.84,0.88,232.22,Good
53.0,223.0,153.0,155.29,0.73,0.54,164.19,Medium
197.0,43.0,114.0,332.34,0.64,0.47,97.14,Bad
126.0,162.0,115.0,105.96,0.2,0.54,145.88,Medium
86.0,139.0,162.0,198.16,0.31,0.49,125.77,Good
189.0,127.0,184.0,304.84,0.32,0.62,152.04,Medium
224.0,13.0,106.0,333.55,0.89,0.46,86.69,Bad
123.0,16.0,216.0,272.1,0.86,0.45,70.79,Good
16.0,244.0,94.0,140.53,0.91,0.51,158.73,Medium
43.0,140.0,120.0,167.63,0.53,0.36,108.72,Medium
118.0,119.0,98.0,62.86,0.1,0.43,116.31,Medium
226.0,126.0,53.0,25.32,0.75,0.55,147.58,Bad
78.0,136.0,92.0,134.48,0.27,0.42,113.64,Medium
219.0,223.0,214.0,86.67,0.12,0.86,220.78,Good
169.0,225.0,170.0,121.07,0.48,0.77,201.99,Good
199.0,215.0,134.0,71.85,0.5,0.68,200.98,Medium
153.0,131.0,5.0,51.08,0.94,0.31,123.21,Medium
58.0,102.0,54.0,115.0,0.31,0.31,83.37,Medium
87.0,,95.0,,,,,
165.0,110.0,144.0,322.91,0.23,0.54,130.32,Medium
,100.0,184.0,,,,,
4.0,164.0,160.0,178.5,0.95,0.33,115.7,Medium
69.0,176.0,121.0,149.16,0.44,0.48,137.74,Medium
175.0,135.0,227.0,266.09,0.62,0.71,157.45,Good
78.0,80.0,33.0,62.55,0.42,0.22,74.04,Medium
2.0,,30.0,,,,,
48.0,167.0,193.0,190.76,0.6,0.47,134.38,Good
194.0,114.0,238.0,278.71,0.78,0.69,152.06,Good
77.0,226.0,194.0,167.11,0.72,0.59,177.8,Medium
251.0,232.0,139.0,49.82,0.93,0.76,227.08,Good
26.0,252.0,109.0,142.04,0.97,0.55,168.12,Medium
45.0,228.0,10.0,110.37,0.92,0.47,148.43,Medium
157.0,100.0,113.0,346.32,0.23,0.5,118.53,Bad
46.0,18.0,144.0,253.33,0.78,0.32,40.74,Medium
55.0,255.0,,,,,,
192.0,27.0,102.0,332.73,0.75,0.43,84.89,Bad
,36.0,170.0,,,,,
135.0,167.0,113.0,95.56,0.23,0.55,151.28,Medium
,59.0,3.0,,,,,
83.0,170.0,124.0,148.28,0.34,0.5,138.74,Medium
57.0,237.0,178.0,160.33,0.83,0.58,176.45,Medium
22.0,20.0,173.0,240.78,0.79,0.38,38.04,Medium
143.0,80.0,,,,,,
130.0,144.0,172.0,220.0,0.2,0.59,143.01,Good
77.0,153.0,251.0,213.79,0.96,0.64,141.45,Good
237.0,225.0,67.0,55.76,0.83,0.6,210.58,Medium
169.0,184.0,47.0,66.57,0.59,0.45,163.9,Medium
162.0,51.0,168.0,296.92,0.53,0.43,97.53,Good
88.0,,216.0,,,,,
83.0,126.0,140.0,194.74,0.26,0.44,114.74,Good
232.0,,226.0,,,,,
107.0,213.0,162.0,151.13,0.56,0.63,175.49,Medium
128.0,130.0,,,,,,
203.0,104.0,157.0,327.88,0.49,0.6,139.64,Medium
106.0,86.0,54.0,36.92,0.33,0.31,88.33,Medium
90.0,164.0,150.0,168.65,0.29,0.5,140.28,Medium
209.0,111.0,,,,,,
202.0,130.0,,,,,,
247.0,211.0,121.0,42.86,0.89,0.72,211.5,Medium
109.0,,,,,,,
142.0,184.0,46.0,78.26,0.6,0.45,155.71,Medium
162.0,58.0,143.0,310.96,0.47,0.43,98.79,Medium
83.0,46.0,42.0,5.85,0.33,0.25,56.61,Bad
69.0,,22.0,,,,,
248.0,202.0,217.0,340.43,0.77,0.88,217.46,Good
120.0,253.0,99.0,111.82,0.97,0.69,195.68,Medium
235.0,222.0,,,,,,
,248.0,173.0,,,,,
248.0,18.0,47.0,352.43,0.94,0.52,90.08,Bad
246.0,206.0,227.0,328.5,0.69,0.89,220.35,Good
58.0,167.0,0.0,99.16,1.0,0.33,115.37,Medium
243.0,148.0,50.0,30.47,0.89,0.57,165.23,Medium
203.0,205.0,178.0,64.44,0.21,0.75,201.32,Medium
,131.0,246.0,,,,,
19.0,235.0,121.0,148.33,0.85,0.5,157.42,Medium
35.0,119.0,124.0,183.37,0.56,0.31,94.45,Medium
68.0,94.0,225.0,230.06,0.72,0.57,101.16,Good
1.0,123.0,236.0,208.85,0.99,0.46,99.4,Good
50.0,91.0,2.0,87.64,0.96,0.18,68.59,Medium
37.0,211.0,137.0,154.48,0.7,0.49,150.54,Medium
251.0,192.0,210.0,341.69,0.88,0.87,211.69,Good
42.0,132.0,59.0,131.33,0.52,0.34,96.77,Medium
4.0,236.0,112.0,147.93,0.97,0.47,152.5,Medium
66.0,156.0,25.0,101.22,0.72,0.35,114.16,Medium
238.0,157.0,220.0,313.33,0.7,0.77,188.4,Good
38.0,166.0,158.0,176.25,0.63,0.4,126.82,Medium
48.0,170.0,71.0,131.31,0.56,0.43,122.24,Medium
151.0,86.0,88.0,358.15,0.27,0.46,105.66,Bad
48.0,90.0,31.0,102.71,0.49,0.24,70.72,Medium
,54.0,60.0,,,,,
64.0,89.0,89.0,180.0,0.16,0.3,81.52,Medium
80.0,0.0,252.0,259.05,1.0,0.49,52.65,Good
156.0,124.0,,,,,,
178.0,167.0,128.0,46.8,0.25,0.6,165.84,Medium
87.0,237.0,201.0,165.6,0.81,0.64,188.05,Medium
66.0,29.0,116.0,265.52,0.6,0.28,49.98,Medium
78.0,67.0,2.0,51.32,0.95,0.16,62.88,Medium
,121.0,31.0,,,,,
,234.0,55.0,,,,,
101.0,65.0,145.0,267.0,0.38,0.41,84.88,Good
59.0,126.0,92.0,149.55,0.36,0.36,102.09,Medium
232.0,12.0,235.0,299.19,0.9,0.48,103.2,Good
14.0,130.0,156.0,190.99,0.84,0.33,98.28,Medium
238.0,106.0,,,,,,
45.0,101.0,150.0,208.0,0.54,0.38,89.84,Medium
146.0,76.0,51.0,15.79,0.48,0.39,94.08,Bad
222.0,10.0,37.0,352.36,0.91,0.45,76.47,Bad
255.0,12.0,85.0,341.98,1.0,0.52,92.98,Bad
116.0,125.0,149.0,223.64,0.13,0.52,125.05,Good
167.0,159.0,254.0,245.05,0.98,0.81,172.22,Good
142.0,185.0,150.0,131.16,0.23,0.64,168.15,Medium
189.0,156.0,238.0,264.15,0.71,0.77,175.21,Good
101.0,242.0,10.0,96.47,0.92,0.49,173.39,Medium
75.0,189.0,36.0,104.71,0.68,0.44,137.47,Medium
54.0,229.0,156.0,154.97,0.77,0.55,168.35,Medium
171.0,26.0,24.0,0.82,0.75,0.38,69.13,Bad
235.0,138.0,255.0,289.74,1.0,0.77,180.34,Good
199.0,247.0,118.0,82.33,0.89,0.72,217.94,Medium
252.0,224.0,253.0,297.93,0.88,0.94,235.68,Good
26.0,150.0,109.0,160.16,0.7,0.35,108.25,Medium
7.0,245.0,102.0,143.95,0.94,0.49,157.54,Medium
10.0,155.0,76.0,147.31,0.88,0.32,102.64,Medium
253.0,88.0,71.0,5.6,0.98,0.64,135.4,Bad
95.0,159.0,5.0,84.94,0.94,0.32,122.31,Medium
45.0,165.0,176.0,185.04,0.59,0.43,130.37,Good
183.0,88.0,24.0,24.15,0.77,0.41,109.11,Bad
127.0,188.0,58.0,88.15,0.53,0.48,154.94,Medium
222.0,53.0,110.0,339.76,0.72,0.54,110.03,Bad
20.0,22.0,204.0,239.35,0.82,0.44,42.15,Good
186.0,66.0,216.0,288.0,0.66,0.55,118.98,Good
240.0,,140.0,,,,,
58.0,231.0,0.0,104.94,1.0,0.45,152.94,Medium
65.0,97.0,254.0,229.84,0.99,0.63,105.33,Good
147.0,212.0,185.0,155.08,0.43,0.7,189.49,Medium
187.0,155.0,1.0,49.68,0.99,0.37,147.01,Medium
205.0,187.0,120.0,47.29,0.46,0.64,184.74,Medium
187.0,220.0,80.0,74.14,0.67,0.59,194.17,Medium
115.0,80.0,164.0,265.0,0.34,0.48,100.04,Good
25.0,252.0,193.0,164.41,0.97,0.54,177.4,Medium
124.0,44.0,191.0,272.65,0.63,0.46,84.68,Good
224.0,167.0,73.0,37.35,0.71,0.58,173.33,Medium
10.0,142.0,44.0,135.45,0.87,0.3,91.36,Medium
180.0,175.0,74.0,57.17,0.42,0.5,164.98,Medium
109.0,170.0,173.0,182.81,0.28,0.55,152.1,Good
59.0,153.0,139.0,171.06,0.44,0.42,123.3,Medium
92.0,186.0,207.0,190.96,0.55,0.59,160.29,Good
142.0,77.0,171.0,281.49,0.38,0.49,107.15,Good
248.0,126.0,244.0,301.97,0.9,0.73,175.93,Medium
228.0,198.0,105.0,45.37,0.69,0.65,196.37,Medium
55.0,224.0,215.0,176.8,0.73,0.55,172.44,Medium
31.0,,151.0,,,,,
5.0,96.0,0.0,116.88,1.0,0.19,57.85,Medium
129.0,21.0,65.0,335.56,0.72,0.29,58.31,Bad
159.0,59.0,230.0,275.09,0.77,0.57,108.39,Good
229.0,69.0,177.0,319.5,0.75,0.58,129.15,Medium
142.0,11.0,146.0,298.22,0.86,0.31,65.56,Medium
11.0,117.0,116.0,179.43,0.83,0.25,85.19,Medium
33.0,89.0,55.0,143.57,0.46,0.24,68.38,Medium
77.0,186.0,235.0,198.61,0.8,0.61,158.99,Good
221.0,211.0,144.0,52.21,0.53,0.72,206.35,Medium
18.0,0.0,10.0,326.67,1.0,0.04,6.52,Bad
119.0,116.0,50.0,57.39,0.41,0.33,109.37,Medium
119.0,49.0,,,,,,
24.0,120.0,187.0,204.66,0.77,0.41,98.93,Good
204.0,121.0,135.0,349.88,0.45,0.64,147.41,Bad
157.0,222.0,25.0,79.8,0.8,0.48,180.11,Medium
123.0,221.0,65.0,97.69,0.7,0.56,173.91,Medium
157.0,81.0,39.0,21.36,0.6,0.38,98.94,Bad
233.0,34.0,65.0,350.65,0.82,0.52,97.03,Bad
207.0,,140.0,,,,,
37.0,131.0,78.0,146.17,0.56,0.33,96.85,Medium
93.0,254.0,75.0,113.97,0.99,0.65,185.45,Medium
,179.0,228.0,,,,,
36.0,67.0,247.0,231.18,0.93,0.55,78.25,Good
42.0,98.0,145.0,207.38,0.55,0.37,86.61,Medium
172.0,106.0,237.0,270.23,0.78,0.67,140.67,Good
,118.0,101.0,,,,,
177.0,175.0,39.0,59.13,0.64,0.42,160.09,Medium
154.0,132.0,251.0,251.09,0.94,0.75,152.14,Good
23.0,150.0,21.0,119.07,0.75,0.34,97.32,Medium
67.0,71.0,25.0,65.22,0.48,0.19,64.56,Medium
72.0,232.0,244.0,184.19,0.89,0.62,185.53,Good
,47.0,60.0,,,,,
147.0,70.0,72.0,358.44,0.35,0.43,93.25,Bad
14.0,206.0,50.0,131.25,0.87,0.43,130.81,Medium
63.0,27.0,84.0,277.89,0.51,0.22,44.26,Medium
253.0,119.0,174.0,335.37,0.97,0.73,165.34,Bad
19.0,101.0,11.0,114.67,0.8,0.22,66.22,Medium
175.0,140.0,151.0,341.14,0.18,0.62,151.72,Bad
155.0,231.0,,,,,,
142.0,164.0,47.0,71.28,0.55,0.41,144.08,Medium
199.0,235.0,31.0,70.59,0.84,0.52,200.98,Medium
,126.0,188.0,,,,,
51.0,195.0,93.0,137.5,0.59,0.48,140.32,Medium
32.0,154.0,15.0,112.66,0.82,0.33,101.68,Medium
6.0,193.0,143.0,163.96,0.94,0.39,131.39,Medium
36.0,33.0,65.0,245.62,0.33,0.19,37.55,Medium
226.0,85.0,49.0,12.2,0.75,0.54,123.05,Bad
37.0,141.0,141.0,180.0,0.58,0.35,109.9,Medium
167.0,94.0,43.0,24.68,0.59,0.41,110.01,Bad
166.0,119.0,120.0,358.72,0.21,0.56,133.17,Bad
158.0,245.0,227.0,167.59,0.81,0.79,216.94,Good
1.0,,175.0,,,,,
169.0,201.0,193.0,165.0,0.23,0.73,190.52,Medium
60.0,3.0,25.0,336.84,0.9,0.12,22.55,Bad
30.0,167.0,169.0,180.86,0.7,0.39,126.27,Medium
41.0,121.0,211.0,211.76,0.67,0.49,107.34,Good
36.0,209.0,188.0,172.72,0.71,0.48,154.88,Medium
36.0,90.0,115.0,198.99,0.52,0.3,76.7,Medium
149.0,181.0,239.0,218.67,0.74,0.76,178.04,Good
163.0,19.0,88.0,331.25,0.79,0.36,69.92,Bad
228.0,110.0,127.0,351.36,0.69,0.66,147.22,Bad
196.0,,92.0,,,,,
56.0,56.0,128.0,240.0,0.39,0.36,64.21,Medium
87.0,177.0,72.0,111.43,0.42,0.49,138.12,Medium
,,239.0,,,,,
80.0,0.0,96.0,290.0,1.0,0.19,34.86,Medium
22.0,,34.0,,,,,
69.0,16.0,112.0,273.12,0.75,0.25,42.79,Medium
63.0,45.0,12.0,38.82,0.68,0.15,46.62,Medium
230.0,38.0,205.0,307.81,0.79,0.53,114.45,Medium
150.0,122.0,,,,,,
38.0,20.0,140.0,249.0,0.75,0.31,39.06,Medium
142.0,209.0,217.0,186.4,0.5,0.7,189.88,Good
98.0,53.0,124.0,278.03,0.4,0.35,74.55,Medium
158.0,216.0,114.0,94.12,0.57,0.65,187.03,Medium
87.0,105.0,128.0,213.66,0.19,0.42,102.24,Good
2.0,,247.0,,,,,
204.0,206.0,230.0,235.38,0.34,0.85,208.14,Good
92.0,105.0,198.0,232.64,0.48,0.57,111.72,Good
233.0,240.0,59.0,62.32,0.86,0.59,217.27,Medium
,206.0,191.0,,,,,
21.0,141.0,19.0,119.02,0.76,0.31,91.21,Medium
34.0,19.0,109.0,250.0,0.7,0.25,33.74,Medium
62.0,195.0,108.0,140.75,0.53,0.5,145.31,Medium
62.0,209.0,161.0,160.41,0.62,0.53,159.57,Medium
166.0,219.0,191.0,148.3,0.42,0.75,199.96,Medium
,142.0,1.0,,,,,
55.0,191.0,196.0,182.13,0.56,0.49,150.91,Good
199.0,203.0,206.0,205.71,0.07,0.79,202.15,Good
190.0,180.0,245.0,249.23,0.76,0.83,190.4,Good
173.0,9.0,208.0,289.45,0.92,0.43,80.72,Good
245.0,196.0,149.0,29.38,0.83,0.77,205.29,Good
125.0,175.0,3.0,77.44,0.97,0.35,140.44,Medium
136.0,57.0,80.0,342.53,0.41,0.38,83.24,Bad
151.0,161.0,222.0,231.55,0.52,0.73,164.96,Good
60.0,85.0,52.0,105.45,0.24,0.27,73.76,Medium
145.0,126.0,171.0,265.33,0.21,0.58,136.81,Good
,217.0,183.0,,,,,
172.0,141.0,233.0,260.22,0.68,0.73,160.76,Good
,51.0,160.0,,,,,
250.0,31.0,73.0,348.49,0.96,0.55,101.27,Bad
241.0,14.0,240.0,300.26,0.89,0.5,107.64,Medium
79.0,89.0,127.0,227.5,0.23,0.4,90.34,Medium
124.0,36.0,52.0,349.09,0.55,0.31,64.14,Bad
157.0,137.0,198.0,259.67,0.35,0.66,149.93,Good
115.0,164.0,75.0,93.03,0.37,0.47,139.2,Medium
141.0,16.0,32.0,352.32,0.8,0.31,55.2,Bad
,222.0,117.0,,,,,
55.0,172.0,251.0,204.18,0.96,0.6,146.02,Good
127.0,36.0,226.0,268.74,0.77,0.51,84.87,Good
169.0,9.0,,,,,,
112.0,116.0,92.0,70.0,0.12,0.41,112.07,Medium
253.0,230.0,91.0,51.48,0.98,0.67,221.03,Medium
142.0,8.0,10.0,359.1,0.89,0.29,48.29,Bad
149.0,,101.0,,,,,
32.0,16.0,13.0,9.47,0.42,0.09,20.44,Bad
74.0,244.0,153.0,147.88,0.89,0.62,182.8,Medium
122.0,,198.0,,,,,
203.0,87.0,55.0,12.97,0.59,0.51,118.04,Bad
127.0,190.0,155.0,146.67,0.33,0.62,167.17,Medium
225.0,,239.0,,,,,
113.0,19.0,4.0,8.26,0.93,0.23,45.4,Bad
193.0,149.0,170.0,331.36,0.26,0.67,164.55,Bad
56.0,182.0,126.0,153.33,0.53,0.47,137.94,Medium
7.0,132.0,173.0,194.82,0.92,0.35,99.3,Medium
177.0,73.0,152.0,314.42,0.42,0.49,113.1,Medium
55.0,169.0,188.0,188.57,0.55,0.48,137.08,Good
65.0,40.0,250.0,247.14,0.95,0.57,71.41,Good
70.0,142.0,206.0,208.24,0.58,0.54,127.77,Good
56.0,,67.0,,,,,
6.0,242.0,231.0,177.2,0.95,0.49,170.18,Medium
214.0,113.0,92.0,10.33,0.6,0.6,140.81,Bad
,,17.0,,,,,
26.0,127.0,92.0,159.21,0.66,0.3,92.81,Medium
177.0,131.0,176.0,301.3,0.23,0.6,149.88,Medium
60.0,38.0,74.0,276.67,0.32,0.22,48.68,Medium
,226.0,187.0,,,,,
255.0,5.0,239.0,303.84,1.0,0.51,106.43,Medium
237.0,254.0,248.0,158.82,0.89,0.96,248.23,Good
88.0,82.0,215.0,242.71,0.62,0.58,98.96,Good
,51.0,230.0,,,,,
28.0,253.0,38.0,122.67,0.98,0.55,161.21,Medium
30.0,2.0,132.0,252.92,0.97,0.26,25.19,Medium
173.0,139.0,100.0,32.05,0.31,0.54,144.72,Medium
230.0,220.0,223.0,342.0,0.17,0.88,223.33,Good
96.0,187.0,74.0,108.32,0.45,0.51,146.91,Medium
90.0,181.0,,,,,,
124.0,153.0,58.0,78.32,0.45,0.41,133.5,Medium
